Powertrain,Year,Unit,Value
FCEV,2011,Vehicles,152.0
FCEV,2012,Vehicles,118.0
FCEV,2013,Vehicles,229.0
FCEV,2014,Vehicles,346.0
FCEV,2015,Vehicles,2055.0
FCEV,2016,Vehicles,5658.0
FCEV,2017,Vehicles,8494.0
FCEV,2018,Vehicles,12460.0
FCEV,2019,Vehicles,22385.0
FCEV,2020,Vehicles,63565.0
FCEV,2021,Vehicles,113086.0
FCEV,2022,Vehicles,125351.0
FCEV,2023,Vehicles,99400.0
